"","PID","SONA","Gender","Age","Run","Phase","Block","TrialN","NbackLevel","ISI","TrialCountCali","CaliEnd_A_measure","TrialIndex","TrialNumber_total","TrialNumber_valid","Trial_A_measure","Trial_HR","Trial_FAR","Trial_CDR","Trial_MSR","Trial_ACC","Trial_RT","Letter_Resp","Letter_RT","Letter_Accuracy","Trial_HitsCount","Trial_FAsCount","Trial_NoRespCount","Trial_SameNoRespCount","Trial_DiffNoRespCount","Trial_CDsCount","Trial_CorrectRespCount","Trial_SameLetterCount","Trial_DiffLetterCount","Trial_InvalidLetterCount","CueLearning","CueMapping","TrialDemandLearning","OnlineRating","OnlineRatingRT","OnlineRatingTimeOut","CueLeft","CueDemandLeft","CueRight","CueDemandRight","PhaseType","Choice","ChoiceRT","ChoiceDemand","TaskDemand","OfflineRatingTimePoint","CueFigure","TrialDemand","OfflineRating","OfflineRatingRT","DemandRatingQuesIndex","QuesTLX","DemandLevel","DemandRating","DemandRatingRT","CueCheck","CueDemandCheck","CorrectAnswer","Answer","AnswerDemand","AnswerRT","AnswerACC","END","TrialDemandLearning_pre","TrialTransition","TrialTransition_pre","Trial_RT_pre","Trial_ACC_pre","Trial_A_measure_pre","TaskDemand_pre"
"3270",51,156736,"Female",19,1,"TEST",1,20,3,250,,,20,20,20,0.761904761904762,0.333333333333333,0.0714285714285714,0.928571428571429,0,0.928571428571429,0.328506948699214,"",,,2,1,0,0,0,13,15,6,14,0,"cue2.png","A","hard",40,1.63304887899722,0,"","","","","","",,"","","","","",,,,"",,,,"","","","","",,,"240213_111743","hard","repetition","repetition",0.313457852898136,0.933333333333333,0.791666666666667,
"3271",51,156736,"Female",19,1,"TEST",1,21,1,250,,,21,21,21,0.9,0.6,0,1,0,1,0.361839736649563,"",,,3,0,0,0,0,15,18,5,15,0,"cue1.png","A","easy",58,0.851133092000964,0,"","","","","","",,"","","","","",,,,"",,,,"","","","","",,,"240213_111811","hard","switch","repetition",0.328506948699214,0.928571428571429,0.761904761904762,
"3272",51,156736,"Female",19,1,"TEST",1,22,3,250,,,22,22,22,0.875,0.5,0,1,0,1,0.336808272450435,"",,,3,0,0,0,0,14,17,6,14,0,"cue2.png","A","hard",44,0.870358889995259,0,"","","","","","",,"","","","","",,,,"",,,,"","","","","",,,"240213_111838","easy","switch","switch",0.361839736649563,1,0.9,
"3273",51,156736,"Female",19,1,"TEST",1,23,3,250,,,23,23,23,0.714285714285714,0.5,0.214285714285714,0.785714285714286,0,0.785714285714286,0.409555027200258,"",,,3,3,0,0,0,11,14,6,14,0,"cue2.png","A","hard",36,0.584294745000079,0,"","","","","","",,"","","","","",,,,"",,,,"","","","","",,,"240213_111907","hard","repetition","switch",0.336808272450435,1,0.875,
"3274",51,156736,"Female",19,1,"TEST",1,24,3,250,,,24,24,24,0.791666666666667,0.166666666666667,0,1,0,1,0.25969033595029,"",,,1,0,0,0,0,14,15,6,14,0,"cue2.png","A","hard",37,0.86984770699928,0,"","","","","","",,"","","","","",,,,"",,,,"","","","","",,,"240213_111933","hard","repetition","repetition",0.409555027200258,0.785714285714286,0.714285714285714,
"3275",51,156736,"Female",19,1,"TEST",1,25,1,250,,,25,25,25,0.95,0.8,0,1,0,1,0.401547716497589,"",,,4,0,0,0,0,15,19,5,15,0,"cue1.png","A","easy",55,1.05074264699942,0,"","","","","","",,"","","","","",,,,"",,,,"","","","","",,,"240213_112001","hard","switch","repetition",0.25969033595029,1,0.791666666666667,
"3276",51,156736,"Female",19,1,"TEST",1,26,1,250,,,26,26,26,0.958333333333333,0.833333333333333,0,1,0.05,0.95,0.358719797052082,"",,,5,0,1,0,1,13,18,6,14,0,"cue1.png","A","easy",56,0.517614408003283,0,"","","","","","",,"","","","","",,,,"",,,,"","","","","",,,"240213_112029","easy","repetition","switch",0.401547716497589,1,0.95,
"3277",51,156736,"Female",19,1,"TEST",1,27,3,250,,,27,27,27,0.7,0.2,0.0666666666666667,0.933333333333333,0,0.933333333333333,0.130669990299793,"",,,1,1,0,0,0,14,15,5,15,0,"cue2.png","A","hard",42,0.933937063004123,0,"","","","","","",,"","","","","",,,,"",,,,"","","","","",,,"240213_112053","easy","switch","repetition",0.358719797052082,0.95,0.958333333333333,
"3278",51,156736,"Female",19,1,"TEST",1,28,1,250,,,28,28,28,0.958333333333333,0.833333333333333,0,1,0,1,0.360986595749273,"",,,5,0,0,0,0,14,19,6,14,0,"cue1.png","A","easy",84,1.00070302600216,0,"","","","","","",,"","","","","",,,,"",,,,"","","","","",,,"240213_112121","hard","switch","switch",0.130669990299793,0.933333333333333,0.7,
"3279",51,156736,"Female",19,1,"TEST",1,29,1,250,,,29,29,29,0.95,0.8,0,1,0,1,0.347651012300048,"",,,4,0,0,0,0,15,19,5,15,0,"cue1.png","A","easy",72,0.63486941899464,0,"","","","","","",,"","","","","",,,,"",,,,"","","","","",,,"240213_112148","easy","repetition","switch",0.360986595749273,1,0.958333333333333,
"3280",51,156736,"Female",19,1,"TEST",1,30,3,250,,,30,30,30,0.666666666666667,0.166666666666667,0.0714285714285714,0.928571428571429,0.05,0.878571428571429,0.255771276106029,"",,,1,1,1,1,0,13,14,6,14,0,"cue2.png","A","hard",40,0.751435116995708,0,"","","","","","",,"","","","","",,,,"",,,,"","","","","",,,"240213_112214","easy","switch","repetition",0.347651012300048,1,0.95,
"3281",51,156736,"Female",19,1,"TEST",1,31,3,250,,,31,31,31,0.541666666666667,0.166666666666667,0.142857142857143,0.857142857142857,0,0.857142857142857,0.353415773599409,"",,,1,2,0,0,0,12,13,6,14,0,"cue2.png","A","hard",36,0.717598696006462,0,"","","","","","",,"","","","","",,,,"",,,,"","","","","",,,"240213_112242","hard","repetition","switch",0.255771276106029,0.878571428571429,0.666666666666667,
"3282",51,156736,"Female",19,1,"TEST",1,32,1,250,,,32,32,32,0.95,0.8,0,1,0,1,0.449939545550296,"",,,4,0,0,0,0,15,19,5,15,0,"cue1.png","A","easy",45,0.483504232994164,0,"","","","","","",,"","","","","",,,,"",,,,"","","","","",,,"240213_112311","hard","switch","repetition",0.353415773599409,0.857142857142857,0.541666666666667,
"3283",51,156736,"Female",19,1,"TEST",1,33,1,250,,,33,33,33,0.958333333333333,0.833333333333333,0,1,0.05,0.95,0.344202371684093,"",,,5,0,1,0,1,13,18,6,14,0,"cue1.png","A","easy",57,1.28398584800016,0,"","","","","","",,"","","","","",,,,"",,,,"","","","","",,,"240213_112339","easy","repetition","switch",0.449939545550296,1,0.95,
"3284",51,156736,"Female",19,1,"TEST",1,34,1,250,,,34,34,34,0.95,0.8,0,1,0,1,0.354276045600272,"",,,4,0,0,0,0,15,19,5,15,0,"cue1.png","A","easy",61,1.33490553000593,0,"","","","","","",,"","","","","",,,,"",,,,"","","","","",,,"240213_112408","easy","repetition","repetition",0.344202371684093,0.95,0.958333333333333,
"3285",51,156736,"Female",19,1,"TEST",1,35,3,250,,,35,35,35,0.233333333333333,0,0.0666666666666667,0.933333333333333,0,0.933333333333333,0.257258005400217,"",,,0,1,0,0,0,14,14,5,15,0,"cue2.png","A","hard",40,0.618003379000584,0,"","","","","","",,"","","","","",,,,"",,,,"","","","","",,,"240213_112433","easy","switch","repetition",0.354276045600272,1,0.95,
"3286",51,156736,"Female",19,1,"TEST",1,36,3,250,,,36,36,36,0.2,0,0.2,0.8,0,0.8,0.405433275648102,"",,,0,3,0,0,0,12,12,5,15,0,"cue2.png","A","hard",33,0.767670318993623,0,"","","","","","",,"","","","","",,,,"",,,,"","","","","",,,"240213_112502","hard","repetition","switch",0.257258005400217,0.933333333333333,0.233333333333333,
"3287",51,156736,"Female",19,1,"TEST",1,37,1,250,,,37,37,37,1,1,0,1,0,1,0.326034017450002,"",,,5,0,0,0,0,15,20,5,15,0,"cue1.png","A","easy",50,0.750805062998552,0,"","","","","","",,"","","","","",,,,"",,,,"","","","","",,,"240213_112529","hard","switch","repetition",0.405433275648102,0.8,0.2,
"3288",51,156736,"Female",19,1,"TEST",1,38,3,250,,,38,38,38,0.2,0,0.2,0.8,0,0.8,0.213089258450054,"",,,0,3,0,0,0,12,12,5,15,0,"cue2.png","A","hard",42,0.551549089999753,0,"","","","","","",,"","","","","",,,,"",,,,"","","","","",,,"240213_112553","easy","switch","switch",0.326034017450002,1,1,
"3289",51,156736,"Female",19,1,"TEST",1,39,3,250,,,39,39,39,0.833333333333333,0.666666666666667,0.142857142857143,0.857142857142857,0,0.857142857142857,0.479954321801779,"",,,4,2,0,0,0,12,16,6,14,0,"cue2.png","A","hard",29,0.818096672999673,0,"","","","","","",,"","","","","",,,,"",,,,"","","","","",,,"240213_112623","hard","repetition","switch",0.213089258450054,0.8,0.2,
"3290",51,156736,"Female",19,1,"TEST",1,40,3,250,,,40,40,40,0.92,0.8,0.0666666666666667,0.933333333333333,0,0.933333333333333,0.466171335850959,"",,,4,1,0,0,0,14,18,5,15,0,"cue2.png","A","hard",43,0.500995309004793,0,"","","","","","",,"","","","","",,,,"",,,,"","","","","",,,"240213_112653","hard","repetition","repetition",0.479954321801779,0.857142857142857,0.833333333333333,
"3291",51,156736,"Female",19,1,"TEST",1,41,1,250,,,41,41,41,0.958333333333333,0.833333333333333,0,1,0,1,0.38685055740134,"",,,5,0,0,0,0,14,19,6,14,0,"cue1.png","A","easy",67,0.450996178988134,0,"","","","","","",,"","","","","",,,,"",,,,"","","","","",,,"240213_112721","hard","switch","repetition",0.466171335850959,0.933333333333333,0.92,
"3292",51,156736,"Female",19,1,"TEST",1,42,3,250,,,42,42,42,0.6,0.2,0.133333333333333,0.866666666666667,0,0.866666666666667,0.340278854700591,"",,,1,2,0,0,0,13,14,5,15,0,"cue2.png","A","hard",45,0.718721566998283,0,"","","","","","",,"","","","","",,,,"",,,,"","","","","",,,"240213_112748","easy","switch","switch",0.38685055740134,1,0.958333333333333,
"3293",51,156736,"Female",19,1,"TEST",1,43,3,250,,,43,43,43,0.92,0.8,0.0666666666666667,0.928571428571429,0.05,0.883333333333333,0.36428323610361,"",,,4,1,1,0,1,13,17,5,15,0,"cue2.png","A","hard",25,0.551282234999235,0,"","","","","","",,"","","","","",,,,"",,,,"","","","","",,,"240213_112816","hard","repetition","switch",0.340278854700591,0.866666666666667,0.6,
"3294",51,156736,"Female",19,1,"TEST",1,44,1,250,,,44,44,44,0.916666666666667,0.666666666666667,0,1,0,1,0.345042155998817,"",,,4,0,0,0,0,14,18,6,14,0,"cue1.png","A","easy",64,0.733493367995834,0,"","","","","","",,"","","","","",,,,"",,,,"","","","","",,,"240213_112844","hard","switch","repetition",0.36428323610361,0.883333333333333,0.92,
"3295",51,156736,"Female",19,1,"TEST",1,45,1,250,,,45,45,45,0.958333333333333,0.833333333333333,0,1,0,1,0.408485341798223,"",,,5,0,0,0,0,14,19,6,14,0,"cue1.png","A","easy",64,1.53443403700658,0,"","","","","","",,"","","","","",,,,"",,,,"","","","","",,,"240213_112913","easy","repetition","switch",0.345042155998817,1,0.916666666666667,
"3296",51,156736,"Female",19,1,"TEST",1,46,1,250,,,46,46,46,0.928571428571429,0.833333333333333,0.0714285714285714,0.928571428571429,0,0.928571428571429,0.464513992000138,"",,,5,1,0,0,0,13,18,6,14,0,"cue1.png","A","easy",70,0.851271819992689,0,"","","","","","",,"","","","","",,,,"",,,,"","","","","",,,"240213_112943","easy","repetition","repetition",0.408485341798223,1,0.958333333333333,
"3297",51,156736,"Female",19,1,"TEST",1,47,3,250,,,47,47,47,0.916666666666667,0.666666666666667,0,1,0,1,0.341423659199063,"",,,4,0,0,0,0,14,18,6,14,0,"cue2.png","A","hard",40,0.883269186000689,0,"","","","","","",,"","","","","",,,,"",,,,"","","","","",,,"240213_113010","easy","switch","repetition",0.464513992000138,0.928571428571429,0.928571428571429,
"3298",51,156736,"Female",19,1,"TEST",1,48,3,250,,,48,48,48,0.833333333333333,0.333333333333333,0,1,0,1,0.346069630299462,"",,,2,0,0,0,0,14,16,6,14,0,"cue2.png","A","hard",34,1.04987179201271,0,"","","","","","",,"","","","","",,,,"",,,,"","","","","",,,"240213_113038","hard","repetition","switch",0.341423659199063,1,0.916666666666667,
"3299",51,156736,"Female",19,1,"TEST",1,49,1,250,,,49,49,49,0.92,0.8,0.0666666666666667,0.933333333333333,0,0.933333333333333,0.300867475949781,"",,,4,1,0,0,0,14,18,5,15,0,"cue1.png","A","easy",70,0.117389530991204,0,"","","","","","",,"","","","","",,,,"",,,,"","","","","",,,"240213_113104","hard","switch","repetition",0.346069630299462,1,0.833333333333333,
"3300",51,156736,"Female",19,1,"TEST",1,50,1,250,,,50,50,50,1,1,0,1,0,1,0.319677908949234,"",,,5,0,0,0,0,15,20,5,15,0,"cue1.png","A","easy",71,1.10225841701322,0,"","","","","","",,"","","","","",,,,"",,,,"","","","","",,,"240213_113131","easy","repetition","switch",0.300867475949781,0.933333333333333,0.92,
"3301",120,156973,"Female",19,1,"TEST",1,1,1,583,,,1,1,1,1,1,0,1,0,1,0.432821555400733,"",,,4,0,0,0,0,11,15,4,11,0,"cue2.png","B","easy",2,2.00361318100477,0,"","","","","","",,"","","","","",,,,"",,,,"","","","","",,,"240325_131547",,,,,,,
"3302",120,156973,"Female",19,1,"TEST",1,2,3,583,,,2,2,2,0.875,0.5,0,1,0,1,0.540505707603491,"",,,2,0,0,0,0,11,13,4,11,0,"cue1.png","B","hard",22,0.728486608015373,0,"","","","","","",,"","","","","",,,,"",,,,"","","","","",,,"240325_131612","easy","switch",,0.432821555400733,1,1,
"3303",120,156973,"Female",19,1,"TEST",1,3,3,583,,,3,3,3,0.9375,0.75,0,1,0,1,0.495482296199771,"",,,3,0,0,0,0,11,14,4,11,0,"cue1.png","B","hard",17,0.817596484004753,0,"","","","","","",,"","","","","",,,,"",,,,"","","","","",,,"240325_131638","hard","repetition","switch",0.540505707603491,1,0.875,
"3304",120,156973,"Female",19,1,"TEST",1,4,3,583,,,4,4,4,0.0151515151515151,0.25,0.272727272727273,0.727272727272727,0,0.727272727272727,0.329673762262488,"",,,1,3,0,0,0,8,9,4,11,0,"cue1.png","B","hard",19,0.622289441002067,0,"","","","","","",,"","","","","",,,,"",,,,"","","","","",,,"240325_131700","hard","repetition","repetition",0.495482296199771,1,0.9375,
"3305",120,156973,"Female",19,1,"TEST",1,5,1,583,,,5,5,5,0.95,0.8,0,1,0,1,0.446361427736701,"",,,4,0,0,0,0,10,14,5,10,0,"cue2.png","B","easy",46,0.745519171003252,0,"","","","","","",,"","","","","",,,,"",,,,"","","","","",,,"240325_131725","hard","switch","repetition",0.329673762262488,0.727272727272727,0.0151515151515151,
"3306",120,156973,"Female",19,1,"TEST",1,6,3,583,,,6,6,6,0.875,0.5,0,1,0,1,0.578629514930071,"",,,2,0,0,0,0,11,13,4,11,0,"cue1.png","B","hard",19,0.90456571400864,0,"","","","","","",,"","","","","",,,,"",,,,"","","","","",,,"240325_131751","easy","switch","switch",0.446361427736701,1,0.95,
"3307",120,156973,"Female",19,1,"TEST",1,7,3,583,,,7,7,7,0.0583333333333333,0.2,0.3,0.7,0,0.7,0.40726101459198,"",,,1,3,0,0,0,7,8,5,10,0,"cue1.png","B","hard",14,2.78174977898016,0,"","","","","","",,"","","","","",,,,"",,,,"","","","","",,,"240325_131817","hard","repetition","switch",0.578629514930071,1,0.875,
"3308",120,156973,"Female",19,1,"TEST",1,8,1,583,,,8,8,8,0.7625,0.4,0.1,0.9,0,0.9,0.517402736931884,"",,,2,1,0,0,0,9,11,5,10,0,"cue2.png","B","easy",51,0.797456822008826,0,"","","","","","",,"","","","","",,,,"",,,,"","","","","",,,"240325_131843","hard","switch","repetition",0.40726101459198,0.7,0.0583333333333333,
"3309",120,156973,"Female",19,1,"TEST",1,9,1,583,,,9,9,9,1,1,0,1,0,1,0.504345107800327,"",,,4,0,0,0,0,11,15,4,11,0,"cue2.png","B","easy",61,0.778408207988832,0,"","","","","","",,"","","","","",,,,"",,,,"","","","","",,,"240325_131908","easy","repetition","switch",0.517402736931884,0.9,0.7625,
"3310",120,156973,"Female",19,1,"TEST",1,10,3,583,,,10,10,10,0.7625,0.4,0.1,0.888888888888889,0.0666666666666667,0.833333333333333,0.667554907575582,"",,,2,1,1,0,1,8,10,5,10,0,"cue1.png","B","hard",50,0.895636241009925,0,"","","","","","",,"","","","","",,,,"",,,,"","","","","",,,"240325_131938","easy","switch","repetition",0.504345107800327,1,1,
"3311",120,156973,"Female",19,1,"TEST",1,11,1,583,,,11,11,11,0.977272727272727,1,0.0909090909090909,0.909090909090909,0,0.909090909090909,0.452425438398495,"",,,4,1,0,0,0,10,14,4,11,0,"cue2.png","B","easy",52,1.164051817992,0,"","","","","","",,"","","","","",,,,"",,,,"","","","","",,,"240325_132002","hard","switch","switch",0.667554907575582,0.833333333333333,0.7625,
"3312",120,156973,"Female",19,1,"TEST",1,12,3,583,,,12,12,12,0.670454545454546,0.5,0.272727272727273,0.7,0.0666666666666667,0.660606060606061,0.256504482639554,"",,,2,3,1,0,1,7,9,4,11,0,"cue1.png","B","hard",52,0.87124633701751,0,"","","","","","",,"","","","","",,,,"",,,,"","","","","",,,"240325_132026","easy","switch","switch",0.452425438398495,0.909090909090909,0.977272727272727,
"3313",120,156973,"Female",19,1,"TEST",1,13,1,583,,,13,13,13,1,1,0,1,0,1,0.459292208331559,"",,,4,0,0,0,0,11,15,4,11,0,"cue2.png","B","easy",51,1.07103829999687,0,"","","","","","",,"","","","","",,,,"",,,,"","","","","",,,"240325_132051","hard","switch","switch",0.256504482639554,0.660606060606061,0.670454545454546,
"3314",120,156973,"Female",19,1,"TEST",1,14,3,583,,,14,14,14,0.9375,0.75,0,1,0,1,0.462693096532409,"",,,3,0,0,0,0,11,14,4,11,0,"cue1.png","B","hard",50,1.08942157198908,0,"","","","","","",,"","","","","",,,,"",,,,"","","","","",,,"240325_132116","easy","switch","switch",0.459292208331559,1,1,
"3315",120,156973,"Female",19,1,"TEST",1,15,1,583,,,15,15,15,1,1,0,1,0.0666666666666667,0.933333333333333,0.455908430492855,"",,,4,0,1,0,1,10,14,4,11,0,"cue2.png","B","easy",46,0.639498308009934,0,"","","","","","",,"","","","","",,,,"",,,,"","","","","",,,"240325_132142","hard","switch","switch",0.462693096532409,1,0.9375,
"3316",120,156973,"Female",19,1,"TEST",1,16,1,583,,,16,16,16,0.977272727272727,1,0.0909090909090909,0.909090909090909,0,0.909090909090909,0.462343141000019,"",,,4,1,0,0,0,10,14,4,11,0,"cue2.png","B","easy",77,1.98829854498035,0,"","","","","","",,"","","","","",,,,"",,,,"","","","","",,,"240325_132208","easy","repetition","switch",0.455908430492855,0.933333333333333,1,
"3317",120,156973,"Female",19,1,"TEST",1,17,3,583,,,17,17,17,0.95,0.8,0,1,0,1,0.490291276599358,"",,,4,0,0,0,0,10,14,5,10,0,"cue1.png","B","hard",48,0.928938733995892,0,"","","","","","",,"","","","","",,,,"",,,,"","","","","",,,"240325_132233","easy","switch","repetition",0.462343141000019,0.909090909090909,0.977272727272727,
"3318",120,156973,"Female",19,1,"TEST",1,18,3,583,,,18,19,18,0.204545454545455,0,0.181818181818182,0.818181818181818,0,0.818181818181818,0.325556874667139,"",,,0,2,0,0,0,9,9,4,11,0,"cue1.png","B","hard",76,1.16401916500763,0,"","","","","","",,"","","","","",,,,"",,,,"","","","","",,,"240325_132304","hard","repetition","switch",0.490291276599358,1,0.95,
"3319",120,156973,"Female",19,1,"TEST",1,19,1,583,,,19,20,19,0.95,0.8,0,1,0,1,0.449908031536809,"",,,4,0,0,0,0,10,14,5,10,0,"cue2.png","B","easy",58,0.985317418002523,0,"","","","","","",,"","","","","",,,,"",,,,"","","","","",,,"240325_132329","hard","switch","repetition",0.325556874667139,0.818181818181818,0.204545454545455,
"3320",120,156973,"Female",19,1,"TEST",1,20,1,583,,,20,21,20,0.9375,0.75,0,1,0,1,0.529535365203628,"",,,3,0,0,0,0,11,14,4,11,0,"cue2.png","B","easy",52,0.798270907980623,0,"","","","","","",,"","","","","",,,,"",,,,"","","","","",,,"240325_132355","easy","repetition","switch",0.449908031536809,1,0.95,
"3321",120,156973,"Female",19,1,"TEST",1,21,1,583,,,21,22,21,0.9375,0.75,0,1,0.0666666666666667,0.933333333333333,0.455231213428695,"",,,3,0,1,0,1,10,13,4,11,0,"cue2.png","B","easy",46,0.76146119000623,0,"","","","","","",,"","","","","",,,,"",,,,"","","","","",,,"240325_132421","easy","repetition","repetition",0.529535365203628,1,0.9375,
"3322",120,156973,"Female",19,1,"TEST",1,22,3,583,,,22,23,22,0.85,0.4,0,1,0,1,0.519979098266534,"",,,2,0,0,0,0,10,12,5,10,0,"cue1.png","B","hard",77,0.936469785985537,0,"","","","","","",,"","","","","",,,,"",,,,"","","","","",,,"240325_132447","easy","switch","repetition",0.455231213428695,0.933333333333333,0.9375,
"3323",120,156973,"Female",19,1,"TEST",1,23,1,583,,,23,24,23,0.9375,0.75,0,1,0,1,0.452652081530929,"",,,3,0,0,0,0,11,14,4,11,0,"cue2.png","B","easy",41,0.864283948001685,0,"","","","","","",,"","","","","",,,,"",,,,"","","","","",,,"240325_132511","hard","switch","switch",0.519979098266534,1,0.85,
"3324",120,156973,"Female",19,1,"TEST",1,24,3,583,,,24,25,24,0.875,0.5,0,1,0,1,0.496857796469703,"",,,2,0,0,0,0,11,13,4,11,0,"cue1.png","B","hard",95,1.7980227030057,0,"","","","","","",,"","","","","",,,,"",,,,"","","","","",,,"240325_132538","easy","switch","switch",0.452652081530929,1,0.9375,
"3325",120,156973,"Female",19,1,"TEST",1,25,3,583,,,25,26,25,0.9375,0.75,0,1,0,1,0.41772261026587,"",,,3,0,0,0,0,11,14,4,11,0,"cue1.png","B","hard",72,0.504982967977412,0,"","","","","","",,"","","","","",,,,"",,,,"","","","","",,,"240325_132601","hard","repetition","switch",0.496857796469703,1,0.875,
"3326",120,156973,"Female",19,1,"TEST",1,26,1,583,,,26,27,26,0.875,0.5,0,1,0,1,0.53799726246895,"",,,2,0,0,0,0,11,13,4,11,0,"cue2.png","B","easy",54,0.820894445001613,0,"","","","","","",,"","","","","",,,,"",,,,"","","","","",,,"240325_132627","hard","switch","repetition",0.41772261026587,1,0.9375,
"3327",120,156973,"Female",19,1,"TEST",1,27,1,583,,,27,28,27,1,1,0,1,0,1,0.41588535286913,"",,,5,0,0,0,0,10,15,5,10,0,"cue2.png","B","easy",60,2.02134789098636,0,"","","","","","",,"","","","","",,,,"",,,,"","","","","",,,"240325_132653","easy","repetition","switch",0.53799726246895,1,0.875,
"3328",120,156973,"Female",19,1,"TEST",1,28,3,583,,,28,29,28,0.875,0.5,0,1,0,1,0.378071945601065,"",,,2,0,0,0,0,11,13,4,11,0,"cue1.png","B","hard",71,1.01205944697722,0,"","","","","","",,"","","","","",,,,"",,,,"","","","","",,,"240325_132716","easy","switch","repetition",0.41588535286913,1,1,
"3329",120,156973,"Female",19,1,"TEST",1,29,1,583,,,29,30,29,0.905,0.8,0.1,0.9,0,0.9,0.423315780931929,"",,,4,1,0,0,0,9,13,5,10,0,"cue2.png","B","easy",56,0.806767676986055,0,"","","","","","",,"","","","","",,,,"",,,,"","","","","",,,"240325_132740","hard","switch","switch",0.378071945601065,1,0.875,
"3330",120,156973,"Female",19,1,"TEST",1,30,1,583,,,30,31,30,0.892045454545455,0.75,0.0909090909090909,0.909090909090909,0,0.909090909090909,0.42802806153389,"",,,3,1,0,0,0,10,13,4,11,0,"cue2.png","B","easy",61,0.812148944009095,0,"","","","","","",,"","","","","",,,,"",,,,"","","","","",,,"240325_132805","easy","repetition","switch",0.423315780931929,0.9,0.905,
"3331",120,156973,"Female",19,1,"TEST",1,31,3,583,,,31,32,31,0.7625,0.4,0.1,0.875,0.2,0.7,0.695898508580285,"",,,2,1,3,1,2,7,9,5,10,0,"cue1.png","B","hard",41,0.61103611101862,0,"","","","","","",,"","","","","",,,,"",,,,"","","","","",,,"240325_132837","easy","switch","repetition",0.42802806153389,0.909090909090909,0.892045454545455,
"3332",120,156973,"Female",19,1,"TEST",1,32,1,583,,,32,33,32,1,1,0,1,0,1,0.477583628270077,"",,,4,0,0,0,0,11,15,4,11,0,"cue2.png","B","easy",44,1.5685804040113,0,"","","","","","",,"","","","","",,,,"",,,,"","","","","",,,"240325_132902","hard","switch","switch",0.695898508580285,0.7,0.7625,
"3333",120,156973,"Female",19,1,"TEST",1,33,3,583,,,33,34,33,0.875,0.5,0,1,0,1,0.122301264935716,"",,,2,0,0,0,0,11,13,4,11,0,"cue1.png","B","hard",51,0.564000251994003,0,"","","","","","",,"","","","","",,,,"",,,,"","","","","",,,"240325_132922","easy","switch","switch",0.477583628270077,1,1,
"3334",120,156973,"Female",19,1,"TEST",1,34,3,583,,,34,35,34,0.698863636363636,0.25,0.0909090909090909,0.909090909090909,0,0.909090909090909,0.467264284199337,"",,,1,1,0,0,0,10,11,4,11,0,"cue1.png","B","hard",58,0.911647678003646,0,"","","","","","",,"","","","","",,,,"",,,,"","","","","",,,"240325_132947","hard","repetition","switch",0.122301264935716,1,0.875,
"3335",120,156973,"Female",19,1,"TEST",1,35,3,583,,,35,36,35,0.875,0.5,0,1,0,1,0.325926906330278,"",,,2,0,0,0,0,11,13,4,11,0,"cue1.png","B","hard",46,0.802100924018305,0,"","","","","","",,"","","","","",,,,"",,,,"","","","","",,,"240325_133009","hard","repetition","repetition",0.467264284199337,0.909090909090909,0.698863636363636,
"3336",120,156973,"Female",19,1,"TEST",1,36,1,583,,,36,37,36,0.892045454545455,0.75,0.0909090909090909,0.909090909090909,0,0.909090909090909,0.477438329794677,"",,,3,1,0,0,0,10,13,4,11,0,"cue2.png","B","easy",60,0.828087129979394,0,"","","","","","",,"","","","","",,,,"",,,,"","","","","",,,"240325_133034","hard","switch","repetition",0.325926906330278,1,0.875,
"3337",120,156973,"Female",19,1,"TEST",1,37,3,583,,,37,38,37,0.806818181818182,0.5,0.0909090909090909,0.888888888888889,0.133333333333333,0.775757575757576,0.409781148460192,"",,,2,1,2,0,2,8,10,4,11,0,"cue1.png","B","hard",79,2.93373730199528,0,"","","","","","",,"","","","","",,,,"",,,,"","","","","",,,"240325_133104","easy","switch","switch",0.477438329794677,0.909090909090909,0.892045454545455,
"3338",120,156973,"Female",19,1,"TEST",1,38,1,583,,,38,39,38,0.95,0.8,0,1,0,1,0.472358077997342,"",,,4,0,0,0,0,10,14,5,10,0,"cue2.png","B","easy",53,1.04496886397828,0,"","","","","","",,"","","","","",,,,"",,,,"","","","","",,,"240325_133129","hard","switch","switch",0.409781148460192,0.775757575757576,0.806818181818182,
"3339",120,156973,"Female",19,1,"TEST",1,39,1,583,,,39,40,39,0.806818181818182,0.5,0.0909090909090909,0.9,0.0666666666666667,0.842424242424242,0.460578345431713,"",,,2,1,1,0,1,9,11,4,11,0,"cue2.png","B","easy",54,1.19578709598863,0,"","","","","","",,"","","","","",,,,"",,,,"","","","","",,,"240325_133156","easy","repetition","switch",0.472358077997342,1,0.95,
"3340",120,156973,"Female",19,1,"TEST",1,40,3,583,,,40,42,40,1,1,0,1,0,1,0.349210569132507,"",,,4,0,0,0,0,11,15,4,11,0,"cue1.png","B","hard",32,0.552172750991303,0,"","","","","","",,"","","","","",,,,"",,,,"","","","","",,,"240325_133226","easy","switch","repetition",0.460578345431713,0.842424242424242,0.806818181818182,
"3341",120,156973,"Female",19,1,"TEST",1,41,3,583,,,41,43,41,0.9,0.6,0,1,0.0666666666666667,0.933333333333333,0.369583046423421,"",,,3,0,1,1,0,10,13,5,10,0,"cue1.png","B","hard",88,0.78368762601167,0,"","","","","","",,"","","","","",,,,"",,,,"","","","","",,,"240325_133251","hard","repetition","switch",0.349210569132507,1,1,
