Instruction,Stimulus,Key,RT,START,END,Phase,Block,TrialN,NbackLevel,ISI,LetterN,Letter,Letter_isSame,Letter_Resp,Letter_RT,Letter_Accuracy,Letter_Timeout,Trial_A_measure,Trial_HR,Trial_FAR,Trial_CDR,Trial_MSR,Trial_ACC,Trial_RT,Trial_HitsCount,Trial_FAsCount,Trial_SameNoRespCount,Trial_DiffNoRespCount,Trial_NoRespCount,Trial_CDsCount,Trial_CorrectRespCount,Trial_SameLetterCount,Trial_DiffLetterCount,Trial_InvalidLetterCount,TrialCountCali,CaliEnd_A_measure,ISI_calibrated,Run,TrialIndex,TrialNumber_total,TrialNumber_valid,CueLearning,TrialDemandLearning,CueMapping,CueSTART,OfflineRatingTimePoint,OfflineRatingQuesIndex,CueFigure,TrialDemand,OfflineRating,OfflineRatingRT,CueStart,OfflineRatingStart,PhaseType,CueLeft,CueDemandLeft,CueRight,CueDemandRight,Choice,ChoiceDemand,TaskDemand,ChoiceRT,ChoiceTimeOut,ChoiceSTART,CueCheck,CueDemandCheck,CorrectAnswer,Answer,AnswerDemand,AnswerRT,AnswerACC,AnswerTimeOut,CheckSTART,DemandRatingQuesIndex,QuesTLX,DemandLevel,DemandRating,DemandRatingRT,QuesStart,PID,Age,Gender,Run,TIME,EXPERIMENTER,frameRate,
,,,,,,practice,0,22,1,679,14,F,0,right,0.2910212999995565,1,0,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,999,26,Female,1,2024/05/15_09:22:42,YZ,60.01006968952248,
,,,,,,practice,0,22,1,679,,,,,,,,1.0,1.0,0.0,1.0,0.0,1.0,0.3173855357137135,4,0,0,0,0,10,14,4,10,0,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,999,26,Female,1,2024/05/15_09:22:42,YZ,60.01006968952248,
,,,,,,practice,0,4,1,679,1,N,0,right,0.22616700000071432,1,0,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,999,26,Female,1,2024/05/15_09:22:42,YZ,60.01006968952248,
,,,,,,practice,0,4,1,679,2,F,0,right,0.37047509999683825,1,0,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,999,26,Female,1,2024/05/15_09:22:42,YZ,60.01006968952248,
,,,,,,practice,0,4,1,679,3,F,1,left,0.4688109999988228,1,0,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,999,26,Female,1,2024/05/15_09:22:42,YZ,60.01006968952248,
,,,,,,practice,0,4,1,679,4,N,0,right,0.21831289999681758,1,0,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,999,26,Female,1,2024/05/15_09:22:42,YZ,60.01006968952248,
,,,,,,practice,0,4,1,679,5,Q,0,right,0.3758921000044211,1,0,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,999,26,Female,1,2024/05/15_09:22:42,YZ,60.01006968952248,
,,,,,,practice,0,4,1,679,6,F,0,right,0.38058409999939613,1,0,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,999,26,Female,1,2024/05/15_09:22:42,YZ,60.01006968952248,
,,,,,,practice,0,4,1,679,7,F,1,left,0.2716930000024149,1,0,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,999,26,Female,1,2024/05/15_09:22:42,YZ,60.01006968952248,
,,,,,,practice,0,4,1,679,8,J,0,right,0.18304989999887766,1,0,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,999,26,Female,1,2024/05/15_09:22:42,YZ,60.01006968952248,
,,,,,,practice,0,4,1,679,9,J,1,left,0.30614390000118874,1,0,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,999,26,Female,1,2024/05/15_09:22:42,YZ,60.01006968952248,
,,,,,,practice,0,4,1,679,10,F,0,right,0.20799439999973401,1,0,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,999,26,Female,1,2024/05/15_09:22:42,YZ,60.01006968952248,
,,,,,,practice,0,4,1,679,11,X,0,right,0.3324592999997549,1,0,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,999,26,Female,1,2024/05/15_09:22:42,YZ,60.01006968952248,
,,,,,,practice,0,4,1,679,12,C,0,right,0.3175889999984065,1,0,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,999,26,Female,1,2024/05/15_09:22:42,YZ,60.01006968952248,
,,,,,,practice,0,4,1,679,13,C,1,left,0.30126620000373805,1,0,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,999,26,Female,1,2024/05/15_09:22:42,YZ,60.01006968952248,
,,,,,,practice,0,4,1,679,14,V,0,right,0.1980981000015163,1,0,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,999,26,Female,1,2024/05/15_09:22:42,YZ,60.01006968952248,
,,,,,,practice,0,4,1,679,,,,,,,,1.0,1.0,0.0,1.0,0.0,1.0,0.2970382857144744,4,0,0,0,0,10,14,4,10,0,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,999,26,Female,1,2024/05/15_09:22:42,YZ,60.01006968952248,
1,.\instructions\inst_prac_3\Slide1.png,right,0.776047400002426,107.51623309999559,108.29228049999801,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,999,26,Female,1,2024/05/15_09:22:42,YZ,60.01006968952248,
2,.\instructions\inst_prac_3\Slide2.png,right,0.5143834000045899,108.3302493999945,108.84463279999909,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,999,26,Female,1,2024/05/15_09:22:42,YZ,60.01006968952248,
3,.\instructions\inst_prac_3\Slide3.png,right,0.29577469999640016,108.87681750000047,109.17259219999687,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,999,26,Female,1,2024/05/15_09:22:42,YZ,60.01006968952248,
4,.\instructions\inst_prac_3\Slide4.png,right,0.20012319999659667,109.20334010000079,109.40346329999738,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,999,26,Female,1,2024/05/15_09:22:42,YZ,60.01006968952248,
5,.\instructions\inst_prac_3\Slide5.png,right,0.20012530000531115,109.43421329999546,109.63433860000077,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,999,26,Female,1,2024/05/15_09:22:42,YZ,60.01006968952248,
6,.\instructions\inst_prac_3\Slide6.png,right,0.22775459999684244,109.66486900000018,109.89262359999702,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,999,26,Female,1,2024/05/15_09:22:42,YZ,60.01006968952248,
7,.\instructions\inst_prac_3\Slide7.png,right,1.6041572999965865,109.92356709999876,111.52772439999535,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,999,26,Female,1,2024/05/15_09:22:42,YZ,60.01006968952248,
8,.\instructions\inst_prac_3\Slide8.png,right,1.7869366000013542,111.55860419999954,113.34554080000089,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,999,26,Female,1,2024/05/15_09:22:42,YZ,60.01006968952248,
,,,,,,practice,0,26,3,788,1,Q,0,right,0.7115619999967748,1,0,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,999,26,Female,1,2024/05/15_09:22:42,YZ,60.01006968952248,
,,,,,,practice,0,26,3,788,2,N,0,right,0.02312289999827044,1,0,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,999,26,Female,1,2024/05/15_09:22:42,YZ,60.01006968952248,
,,,,,,practice,0,26,3,788,3,Q,0,right,0.1392624000000069,1,0,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,999,26,Female,1,2024/05/15_09:22:42,YZ,60.01006968952248,
,,,,,,practice,0,26,3,788,4,Q,1,left,0.41312789999938104,1,0,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,999,26,Female,1,2024/05/15_09:22:42,YZ,60.01006968952248,
,,,,,,practice,0,26,3,788,5,V,0,right,0.4374507000029553,1,0,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,999,26,Female,1,2024/05/15_09:22:42,YZ,60.01006968952248,
,,,,,,practice,0,26,3,788,6,Q,1,left,0.4982622000025003,1,0,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,999,26,Female,1,2024/05/15_09:22:42,YZ,60.01006968952248,
,,,,,,practice,0,26,3,788,7,Q,1,left,0.4968166000035126,1,0,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,999,26,Female,1,2024/05/15_09:22:42,YZ,60.01006968952248,
,,,,,,practice,0,26,3,788,8,C,0,right,0.4605550000051153,1,0,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,999,26,Female,1,2024/05/15_09:22:42,YZ,60.01006968952248,
,,,,,,practice,0,26,3,788,9,J,0,right,0.5718392999988282,1,0,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,999,26,Female,1,2024/05/15_09:22:42,YZ,60.01006968952248,
,,,,,,practice,0,26,3,788,10,J,0,right,0.709107499998936,1,0,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,999,26,Female,1,2024/05/15_09:22:42,YZ,60.01006968952248,
,,,,,,practice,0,26,3,788,11,V,0,right,0.48705259999405826,1,0,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,999,26,Female,1,2024/05/15_09:22:42,YZ,60.01006968952248,
,,,,,,practice,0,26,3,788,12,J,1,left,0.5004044999950565,1,0,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,999,26,Female,1,2024/05/15_09:22:42,YZ,60.01006968952248,
,,,,,,practice,0,26,3,788,13,V,0,right,0.5479159999958938,1,0,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,999,26,Female,1,2024/05/15_09:22:42,YZ,60.01006968952248,
,,,,,,practice,0,26,3,788,,,,,,,,1.0,1.0,0.0,1.0,0.0,1.0,0.4612676615377915,4,0,0,0,0,9,13,4,9,0,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,999,26,Female,1,2024/05/15_09:22:42,YZ,60.01006968952248,
1,.\instructions\inst_prac_3_next\Slide1.png,right,0.8230817000003299,131.78539569999703,132.60847739999735,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,999,26,Female,1,2024/05/15_09:22:42,YZ,60.01006968952248,
,,,,,,practice,0,5,3,679,1,N,0,right,0.16819129999930738,1,0,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,999,26,Female,1,2024/05/15_09:22:42,YZ,60.01006968952248,
,,,,,,practice,0,5,3,679,2,Q,0,right,0.15124639999703504,1,0,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,999,26,Female,1,2024/05/15_09:22:42,YZ,60.01006968952248,
,,,,,,practice,0,5,3,679,3,Q,0,right,0.5802387999938219,1,0,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,999,26,Female,1,2024/05/15_09:22:42,YZ,60.01006968952248,
,,,,,,practice,0,5,3,679,4,J,0,right,0.6821255999966525,1,0,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,999,26,Female,1,2024/05/15_09:22:42,YZ,60.01006968952248,
,,,,,,practice,0,5,3,679,5,Q,1,left,0.49053960000310326,1,0,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,999,26,Female,1,2024/05/15_09:22:42,YZ,60.01006968952248,
,,,,,,practice,0,5,3,679,6,C,0,right,0.5180166999998619,1,0,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,999,26,Female,1,2024/05/15_09:22:42,YZ,60.01006968952248,
,,,,,,practice,0,5,3,679,7,J,1,right,0.4986791999981506,0,0,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,999,26,Female,1,2024/05/15_09:22:42,YZ,60.01006968952248,
,,,,,,practice,0,5,3,679,8,J,0,left,0.4946896999972523,0,0,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,999,26,Female,1,2024/05/15_09:22:42,YZ,60.01006968952248,
,,,,,,practice,0,5,3,679,9,N,0,right,0.37304860000585904,1,0,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,999,26,Female,1,2024/05/15_09:22:42,YZ,60.01006968952248,
,,,,,,practice,0,5,3,679,10,J,1,right,0.6436219000024721,0,0,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,999,26,Female,1,2024/05/15_09:22:42,YZ,60.01006968952248,
,,,,,,practice,0,5,3,679,11,Q,0,right,0.5329835000011371,1,0,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,999,26,Female,1,2024/05/15_09:22:42,YZ,60.01006968952248,
,,,,,,practice,0,5,3,679,12,S,0,right,0.4640508000011323,1,0,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,999,26,Female,1,2024/05/15_09:22:42,YZ,60.01006968952248,
,,,,,,practice,0,5,3,679,13,S,0,right,0.841136799994274,1,0,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,999,26,Female,1,2024/05/15_09:22:42,YZ,60.01006968952248,
,,,,,,practice,0,5,3,679,14,Q,1,left,0.4922297000011895,1,0,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,999,26,Female,1,2024/05/15_09:22:42,YZ,60.01006968952248,
,,,,,,practice,0,5,3,679,,,,,,,,0.725,0.5,0.2,0.9,0.0,0.8,0.4950570428565178,2,2,0,0,0,9,11,4,10,0,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,999,26,Female,1,2024/05/15_09:22:42,YZ,60.01006968952248,
,,,,,,practice,0,7,3,679,1,S,0,right,0.27320160000090254,1,0,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,999,26,Female,1,2024/05/15_09:22:42,YZ,60.01006968952248,
,,,,,,practice,0,7,3,679,2,C,0,right,0.019298999999591615,1,0,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,999,26,Female,1,2024/05/15_09:22:42,YZ,60.01006968952248,
,,,,,,practice,0,7,3,679,3,N,0,right,0.2379808999976376,1,0,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,999,26,Female,1,2024/05/15_09:22:42,YZ,60.01006968952248,
,,,,,,practice,0,7,3,679,4,V,0,right,0.3785788999957731,1,0,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,999,26,Female,1,2024/05/15_09:22:42,YZ,60.01006968952248,
,,,,,,practice,0,7,3,679,5,C,1,right,0.7671352999968803,0,0,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,999,26,Female,1,2024/05/15_09:22:42,YZ,60.01006968952248,
,,,,,,practice,0,7,3,679,6,S,0,left,0.5137343000023975,0,0,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,999,26,Female,1,2024/05/15_09:22:42,YZ,60.01006968952248,
,,,,,,practice,0,7,3,679,7,X,0,right,0.45985050000308547,1,0,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,999,26,Female,1,2024/05/15_09:22:42,YZ,60.01006968952248,
,,,,,,practice,0,7,3,679,8,S,0,right,0.8511377999966498,1,0,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,999,26,Female,1,2024/05/15_09:22:42,YZ,60.01006968952248,
,,,,,,practice,0,7,3,679,9,Q,0,right,0.5210867999994662,1,0,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,999,26,Female,1,2024/05/15_09:22:42,YZ,60.01006968952248,
,,,,,,practice,0,7,3,679,10,F,0,right,0.6339355000018259,1,0,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,999,26,Female,1,2024/05/15_09:22:42,YZ,60.01006968952248,
,,,,,,practice,0,7,3,679,11,S,1,left,0.5559265999982017,1,0,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,999,26,Female,1,2024/05/15_09:22:42,YZ,60.01006968952248,
,,,,,,practice,0,7,3,679,12,N,0,right,1.0881989000044996,1,0,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,999,26,Female,1,2024/05/15_09:22:42,YZ,60.01006968952248,
,,,,,,practice,0,7,3,679,13,F,1,left,0.5735552000041935,1,0,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,999,26,Female,1,2024/05/15_09:22:42,YZ,60.01006968952248,
,,,,,,practice,0,7,3,679,14,S,1,left,0.624488300003577,1,0,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,999,26,Female,1,2024/05/15_09:22:42,YZ,60.01006968952248,
,,,,,,practice,0,7,3,679,,,,,,,,0.8875,0.75,0.1,0.9,0.0,0.9,0.5355792571431915,3,1,0,0,0,9,12,4,10,0,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,999,26,Female,1,2024/05/15_09:22:42,YZ,60.01006968952248,
1,.\instructions\inst_prac_main\Slide1.png,right,1.0052584999939427,163.09093510000093,164.09619359999488,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,999,26,Female,1,2024/05/15_09:22:42,YZ,60.01006968952248,
2,.\instructions\inst_prac_main\Slide2.png,right,1.9648766000027535,164.13265039999533,166.09752699999808,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,999,26,Female,1,2024/05/15_09:22:42,YZ,60.01006968952248,
3,.\instructions\inst_prac_main\Slide3.png,right,1.2515366000006907,166.13017099999706,167.38170759999775,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,999,26,Female,1,2024/05/15_09:22:42,YZ,60.01006968952248,
4,.\instructions\inst_prac_main\Slide4.png,right,2.821491499998956,167.41211340000154,170.2336049000005,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,999,26,Female,1,2024/05/15_09:22:42,YZ,60.01006968952248,
,,,,,,practice_main,0,1,3,679,1,V,0,right,0.23695139999472303,1,0,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,999,26,Female,1,2024/05/15_09:22:42,YZ,60.01006968952248,
,,,,,,practice_main,0,1,3,679,2,C,0,right,0.315331600002537,1,0,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,999,26,Female,1,2024/05/15_09:22:42,YZ,60.01006968952248,
,,,,,,practice_main,0,1,3,679,3,F,0,right,0.3657824999972945,1,0,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,999,26,Female,1,2024/05/15_09:22:42,YZ,60.01006968952248,
,,,,,,practice_main,0,1,3,679,4,S,0,right,0.4364082000029157,1,0,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,999,26,Female,1,2024/05/15_09:22:42,YZ,60.01006968952248,
,,,,,,practice_main,0,1,3,679,5,X,0,right,0.5112848999997368,1,0,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,999,26,Female,1,2024/05/15_09:22:42,YZ,60.01006968952248,
,,,,,,practice_main,0,1,3,679,6,V,0,left,0.4048264000011841,0,0,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,999,26,Female,1,2024/05/15_09:22:42,YZ,60.01006968952248,
,,,,,,practice_main,0,1,3,679,7,S,1,left,0.6241222000026028,1,0,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,999,26,Female,1,2024/05/15_09:22:42,YZ,60.01006968952248,
,,,,,,practice_main,0,1,3,679,8,S,0,right,0.30517690000124276,1,0,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,999,26,Female,1,2024/05/15_09:22:42,YZ,60.01006968952248,
,,,,,,practice_main,0,1,3,679,9,F,0,left,0.34883800000534393,0,0,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,999,26,Female,1,2024/05/15_09:22:42,YZ,60.01006968952248,
,,,,,,practice_main,0,1,3,679,10,S,1,right,0.3012897000007797,0,0,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,999,26,Female,1,2024/05/15_09:22:42,YZ,60.01006968952248,
,,,,,,practice_main,0,1,3,679,11,Q,0,left,0.2792626000009477,0,0,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,999,26,Female,1,2024/05/15_09:22:42,YZ,60.01006968952248,
,,,,,,practice_main,0,1,3,679,12,N,0,right,0.2884440999987419,1,0,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,999,26,Female,1,2024/05/15_09:22:42,YZ,60.01006968952248,
,,,,,,practice_main,0,1,3,679,13,S,1,right,0.24654329999611946,0,0,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,999,26,Female,1,2024/05/15_09:22:42,YZ,60.01006968952248,
,,,,,,practice_main,0,1,3,679,14,Q,1,right,0.21713150000141468,0,0,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,999,26,Female,1,2024/05/15_09:22:42,YZ,60.01006968952248,
,,,,,,practice_main,0,1,3,679,,,,,,,,0.029166666666666646,0.25,0.3,0.7,0.0,0.7,0.3486709500003989,1,3,0,0,0,7,8,4,10,0,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,999,26,Female,1,2024/05/15_09:22:42,YZ,60.01006968952248,
,,,,,240515_092601,PRACTICE,0,1,3,679,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,28,1,1,cue2.png,Hard,A,173.25398739999946,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,999,26,Female,1,2024/05/15_09:22:42,YZ,60.01006968952248,
,,,,,,practice_main,0,2,3,679,1,V,0,right,0.4132049999971059,1,0,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,999,26,Female,1,2024/05/15_09:22:42,YZ,60.01006968952248,
,,,,,,practice_main,0,2,3,679,2,S,0,left,0.2785524999999325,0,0,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,999,26,Female,1,2024/05/15_09:22:42,YZ,60.01006968952248,
,,,,,,practice_main,0,2,3,679,3,X,0,right,0.21646879999752855,1,0,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,999,26,Female,1,2024/05/15_09:22:42,YZ,60.01006968952248,
,,,,,,practice_main,0,2,3,679,4,X,0,right,0.22903100000257837,1,0,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,999,26,Female,1,2024/05/15_09:22:42,YZ,60.01006968952248,
